	id	acousticness	danceability	duration_ms	energy	instrumentalness	key	liveness	loudness	speechiness	tempo	valence	genre
991	Belki De Dönerim	0.138	0.311	272600	0.657	0.0	10	0.208	-7.955	0.139	168.39	0.405	rock
992	Bardak Taşıyor	0.123	0.72	176059	0.8	7.69e-06	6	0.0849	-7.299	0.137	104.011	0.879	rock
993	Dans Et	0.0174	0.353	228800	0.852	2.46e-06	2	0.347	-5.969	0.0606	150.035	0.237	rock
994	Sana Bir Şey Olursa	0.243	0.333	261500	0.602	0.000373	4	0.306	-8.032	0.0476	171.726	0.366	rock
995	Sorarım Hayatı	0.00431	0.594	249818	0.716	5.46e-05	0	0.397	-6.007	0.0277	109.989	0.55	rock
996	Kabul Olur	0.0773	0.217	250200	0.659	7.6e-06	5	0.104	-7.154	0.0387	84.268	0.0601	rock
997	Belki10	0.399	0.626	227753	0.531	0.0	1	0.385	-7.948	0.0302	81.384	0.0673	rock
998	Anlayamazsın	0.0632	0.488	242389	0.707	0.0	9	0.258	-6.834	0.033	81.999	0.614	rock
999	İyi Ve Güzel Kadınlar Hep Ağlar	0.661	0.685	220976	0.409	0.0299	3	0.115	-12.292	0.0433	82.003	0.173	rock
1000	Araf	0.00118	0.467	248933	0.695	1.39e-05	2	0.19	-5.78	0.026	96.288	0.314	rock
1001	Sokaklar	0.0341	0.542	225363	0.515	1.14e-06	8	0.099	-6.112	0.0365	180.053	0.452	rock
1002	Pembe Mezarlık	0.227	0.538	255347	0.84	0.0	8	0.129	-6.382	0.0609	140.018	0.718	rock
1003	Seni Kendime Sakladım	0.546	0.536	242787	0.544	5.79e-06	5	0.0834	-7.704	0.0333	138.348	0.11	rock
1004	Istanbul	0.00207	0.804	252333	0.638	0.00322	4	0.132	-6.696	0.0709	129.832	0.734	rock
1005	Beni Sen İnandır	0.49	0.825	224717	0.4	0.0	0	0.0981	-12.626	0.0456	106.0	0.838	rock
1006	Hikaye	0.212	0.733	298023	0.646	2.47e-05	4	0.117	-8.0	0.039	91.985	0.705	rock
1007	Yad Eller	0.0488	0.57	229166	0.729	0.0	1	0.16	-5.112	0.0342	136.11	0.552	rock
1008	Bir Derdim Var	0.012	0.586	204320	0.89	0.00508	11	0.114	-1.988	0.0369	119.062	0.426	rock
1009	Acının İlacı	0.095	0.595	287318	0.532	0.000141	8	0.118	-8.954	0.0242	78.038	0.544	rock
1010	Senden, Benden, Bizden	0.206	0.858	147027	0.501	1.46e-05	2	0.045	-8.946	0.0646	112.134	0.916	rock
1011	Yine Yazı Bekleriz	0.0925	0.482	285806	0.707	0.0	11	0.0857	-5.231	0.0399	163.953	0.404	rock
1012	Yandım	0.412	0.629	281186	0.539	0.00283	11	0.136	-10.031	0.0272	117.996	0.456	rock
1013	Mevsimler Gerçerken	0.119	0.594	198531	0.674	2.57e-06	1	0.152	-6.076	0.026	89.974	0.413	rock
1014	Senden Vazgeçmem	0.532	0.608	206480	0.621	3.25e-05	2	0.201	-8.637	0.0525	81.965	0.434	rock
1015	Dursun Zaman	0.085	0.406	295867	0.901	1.65e-05	2	0.0499	-5.671	0.206	185.986	0.457	rock
1016	Ben Böyleyim	0.0122	0.376	201410	0.493	0.0	9	0.133	-10.953	0.0496	98.029	0.356	rock
1017	Sultan-ı Yegâh	0.0021	0.481	237585	0.844	0.000156	6	0.372	-7.158	0.0388	87.019	0.43	rock
1018	Ben Öldüm	0.0102	0.633	183093	0.687	2.55e-06	1	0.133	-5.154	0.0449	96.011	0.787	rock
1019	Peki Madem	0.281	0.621	190000	0.536	0.0	8	0.0965	-6.552	0.0295	80.073	0.453	rock
1020	Köprüaltı	0.283	0.589	291693	0.726	0.0	9	0.0875	-6.046	0.0444	150.068	0.817	rock
1021	Unut Beni	0.0927	0.545	243440	0.65	9.39e-06	11	0.143	-8.537	0.0253	103.894	0.64	rock
1022	Yalan	0.836	0.486	286348	0.25	1.85e-06	9	0.313	-13.343	0.0314	109.384	0.0729	rock
1023	Belki de Aşık Oldun	0.0974	0.448	261136	0.751	8.68e-06	4	0.159	-8.199	0.0389	176.096	0.859	rock
1024	Ben Bu Kafayla Napıcam	0.111	0.498	306000	0.338	0.0155	1	0.173	-15.845	0.043	126.675	0.355	rock
1025	Zaferlerim	0.274	0.696	242106	0.721	0.0	2	0.139	-5.809	0.0701	125.94	0.533	rock
1026	Azad	0.0113	0.557	251209	0.912	0.0	9	0.382	-3.478	0.0467	104.038	0.49	rock
1027	Hatıran Yeter	0.359	0.584	225575	0.478	0.00282	10	0.112	-8.479	0.0316	97.097	0.513	rock
1028	Mutluluk Reklamı	0.125	0.574	217519	0.583	3.58e-05	1	0.0983	-6.69	0.025	84.004	0.452	rock
1029	Delinin Yıldızı	0.0319	0.51	315111	0.851	0.000588	4	0.181	-5.329	0.032	134.918	0.636	rock
1030	Dünya	0.00507	0.543	212598	0.826	1.88e-06	8	0.403	-5.69	0.0419	133.98	0.443	rock
1031	Zehir	0.173	0.585	250110	0.749	4.33e-06	9	0.227	-6.385	0.0521	106.04	0.45	rock
1032	Ah Yandım	0.0005	0.557	309525	0.594	0.00097	9	0.136	-10.926	0.0259	139.993	0.468	rock
1033	Lay Lay Lom	0.62	0.711	218340	0.664	0.0	0	0.0576	-6.692	0.111	87.035	0.926	rock
1034	Kurşuna Gerek Yok	0.48	0.545	251096	0.6	0.0	9	0.114	-8.745	0.0455	145.982	0.454	rock
1035	Antik Acılar	0.0596	0.534	218686	0.813	0.000287	9	0.111	-3.964	0.0293	81.968	0.318	rock
1036	Başka Bir Yol Var	0.0792	0.642	239023	0.79	0.000997	9	0.0985	-7.845	0.0568	130.052	0.39	rock
1037	In Too Deep	0.000192	0.566	207093	0.835	0.0	9	0.0581	-5.885	0.0504	116.041	0.749	rock
1038	Fat Lip	0.000499	0.405	178267	0.91	0.0	9	0.0739	-5.234	0.128	196.444	0.641	rock
1039	Still Waiting	0.00102	0.434	158733	0.939	0.000214	7	0.279	-5.698	0.246	191.981	0.539	rock
1040	The Hell Song	0.000129	0.361	199187	0.916	0.0129	8	0.206	-6.248	0.0771	173.407	0.643	rock
1041	Pieces	0.00825	0.417	181653	0.83	0.00774	5	0.313	-5.257	0.0347	99.927	0.548	rock
1042	With Me	0.0121	0.164	291347	0.858	0.0	4	0.175	-4.069	0.0427	175.346	0.115	rock
1043	Over My Head (Better Off Dead)	0.00185	0.442	149293	0.91	0.00669	7	0.095	-5.25	0.0734	184.257	0.772	rock
1044	Walking Disaster	0.00359	0.439	286507	0.937	0.0	11	0.13	-3.112	0.0733	111.171	0.409	rock
1045	Underclass Hero	0.000849	0.472	194133	0.988	0.0	9	0.0909	-2.981	0.0973	95.997	0.735	rock
1046	Screaming Bloody Murder	0.000625	0.357	204627	0.99	0.0	8	0.274	-4.224	0.201	190.031	0.13	rock
1047	We're All To Blame	0.00194	0.223	218933	0.895	0.0	8	0.0899	-4.937	0.111	159.502	0.304	rock
1048	Motivation	0.000807	0.505	169960	0.887	0.0	4	0.0576	-6.326	0.109	168.328	0.853	rock
1049	No Reason	0.0003	0.445	184747	0.989	0.0	6	0.87	-3.263	0.0694	97.954	0.424	rock
1050	Some Say	0.00236	0.374	206100	0.875	9.61e-06	1	0.263	-4.967	0.0885	162.662	0.237	rock
1051	Jessica Kill	0.000167	0.429	170200	0.971	0.0	4	0.52	-3.406	0.107	100.05	0.498	rock
1052	Best Of Me	0.0138	0.29	265773	0.713	0.0	7	0.141	-5.372	0.0314	178.028	0.268	rock
1053	Thanks For Nothing	0.00172	0.53	184413	0.884	1.74e-06	5	0.093	-4.968	0.0458	102.24	0.774	rock
1054	Handle This	5.52e-05	0.311	217027	0.875	3.48e-05	2	0.184	-4.875	0.0548	164.369	0.521	rock
1055	Noots	0.000518	0.385	229640	0.946	0.0	8	0.0786	-4.102	0.119	180.49	0.563	rock
1056	What I Believe	0.000119	0.442	169493	0.991	9.99e-05	11	0.291	-3.849	0.148	131.839	0.339	rock
1057	Fake My Own Death	0.000195	0.304	194590	0.955	0.00343	0	0.181	-3.701	0.118	109.623	0.198	rock
1058	The Jester	0.00127	0.147	168373	0.97	0.00218	6	0.337	-3.657	0.156	192.345	0.196	rock
1059	Never Wake Up	4.14e-06	0.425	49853	0.979	2.68e-05	6	0.361	-5.063	0.0986	106.261	0.761	rock
1060	No Apologies	0.0002	0.382	178720	0.977	0.0	7	0.249	-3.505	0.105	170.038	0.585	rock
1061	There Will Be Blood	0.000141	0.494	209575	0.958	0.0458	6	0.468	-4.352	0.0545	141.996	0.458	rock
1062	Happiness Machine	0.000439	0.364	288000	0.944	5.81e-06	5	0.393	-5.578	0.0734	163.188	0.332	rock
1063	Fat Lip - Live At The House Of Blues, Cleveland, 9.15.07	0.0725	0.495	175427	0.927	0.00683	8	0.391	-5.476	0.0958	100.104	0.457	rock
1064	Exit Song	0.381	0.372	102067	0.498	0.788	9	0.105	-7.832	0.0279	103.89	0.0642	rock
1065	The Hell Song - Live Bonus Track	0.00234	0.313	197133	0.938	0.000136	7	0.106	-4.822	0.162	175.777	0.234	rock
1066	A.N.I.C.	0.000309	0.439	37547	0.911	9.91e-06	11	0.214	-6.607	0.423	100.308	0.478	rock
1067	Open Your Eyes	0.00906	0.208	164960	0.974	0.0	8	0.3	-2.938	0.171	196.018	0.377	rock
1068	God Save Us All (Death to POP)	0.000279	0.52	233337	0.943	0.0351	0	0.135	-4.318	0.0973	134.948	0.564	rock
1069	The Bitter End	1.85e-05	0.501	171907	0.957	0.000844	5	0.123	-4.145	0.0897	101.871	0.474	rock
1070	Dear Father	0.000176	0.5	232173	0.895	0.0	11	0.5	-4.471	0.0328	132.031	0.351	rock
1071	King Of Contradiction - Live At The House Of Blues, Cleveland, 9.15.07	0.0611	0.171	213787	0.872	0.0857	10	0.701	-6.204	0.183	172.363	0.0793	rock
1072	32 Ways To Die	0.000198	0.367	90760	0.996	0.825	5	0.204	-6.23	0.245	169.177	0.0342	rock
1073	Second Chance For Max Headroom	0.000146	0.566	231400	0.936	0.0571	0	0.0879	-3.852	0.0547	100.038	0.581	rock
1074	Pieces - Live At The House Of Blues, Cleveland, 9.15.07	0.267	0.409	214520	0.746	1.2e-05	5	0.896	-6.932	0.0343	98.02	0.53	rock
1075	I'm Not The One	0.000391	0.538	213773	0.939	8.37e-06	1	0.089	-4.488	0.0618	98.081	0.307	rock
1076	Makes No Difference	0.000278	0.487	189533	0.873	3.29e-05	3	0.0424	-5.485	0.053	107.848	0.494	rock
1077	Mr. Amsterdam	0.000287	0.474	176440	0.841	0.00227	1	0.0427	-6.148	0.0618	174.99	0.725	rock
1078	The Fall And The Rise	0.000242	0.429	189880	0.978	0.00471	6	0.225	-4.039	0.0786	166.027	0.574	rock
1079	Sick Of Everyone	0.000586	0.377	185040	0.972	0.00151	2	0.354	-4.773	0.313	177.989	0.189	rock
1080	WWVII Part II	0.00379	0.43	309040	0.827	0.00789	5	0.0979	-7.081	0.0937	90.005	0.255	rock
1081	Pull The Curtain	0.00136	0.392	258840	0.936	0.0	11	0.171	-3.856	0.0733	115.063	0.242	rock
1082	Count Your Last Blessings	0.000687	0.226	183893	0.942	0.00027	11	0.698	-3.639	0.056	196.104	0.537	rock
1083	Ride The Chariot To The Devil	0.00135	0.568	55400	0.873	0.808	9	0.279	-4.949	0.196	164.0	0.305	rock
1084	Slipping Away	0.163	0.632	148067	0.434	0.688	1	0.15	-8.796	0.0297	80.091	0.331	rock
1085	What Am I To Say	0.00588	0.474	252280	0.888	0.0	4	0.0903	-4.455	0.053	126.235	0.22	rock
1086	Still Waiting - Live At The House Of Blues, Cleveland, 9.15.077	0.062	0.408	170373	0.967	0.00961	1	0.848	-5.43	0.206	97.977	0.164	rock
1087	Hooch	0.00311	0.482	209827	0.863	0.000681	2	0.363	-6.532	0.0965	187.88	0.222	rock
1088	So Long Goodbye	0.121	0.325	181627	0.442	0.0	7	0.123	-6.878	0.0271	144.454	0.204	rock
1089	There's No Solution	0.000137	0.45	198240	0.83	0.0	3	0.502	-4.807	0.0362	106.948	0.213	rock
1090	March Of The Dogs - Live At The House Of Blues, Cleveland, 9.15.07	0.0556	0.434	256227	0.944	0.0181	0	0.889	-6.019	0.0667	96.092	0.12	rock
1091	No Brains	0.000403	0.458	166213	0.849	1.62e-05	6	0.342	-6.163	0.167	176.025	0.682	rock
1092	Count Your Last Blessings - Live	0.0463	0.596	162067	0.949	0.0	10	0.262	-4.101	0.0662	98.043	0.798	rock
1093	Reign In Pain (Heavy Metal Jamboree)	0.000768	0.577	172707	0.861	0.000538	11	0.0417	-5.599	0.0339	92.109	0.739	rock
1094	We're All To Blame - Live At The House Of Blues, Cleveland, 9.15.07	0.0635	0.251	372133	0.853	8.05e-06	10	0.336	-6.199	0.0772	169.944	0.15	rock
1095	Time For You To Go	0.000877	0.471	181480	0.941	5.71e-06	9	0.219	-4.044	0.0997	158.011	0.514	rock
1096	Intro/Sum 41/Chuck	0.993	0.443	46301	0.103	0.844	3	0.116	-16.828	0.0545	112.226	0.27	rock
1097	Grab The Devil By The Horns And **** Him Up The ***	0.000446	0.4	66693	0.929	0.802	6	0.386	-4.47	0.0729	95.532	0.264	rock
1098	Speak Of The Devil	0.00709	0.389	238560	0.899	0.0	6	0.133	-3.621	0.0459	113.019	0.333	rock
1099	Summer	0.000321	0.459	160173	0.954	0.0	2	0.797	-4.36	0.0542	114.427	0.745	rock
1100	Underclass Hero - Live At The House Of Blues, Cleveland, 9.15.07	0.0232	0.473	344867	0.941	0.00108	8	0.638	-5.864	0.0697	96.126	0.485	rock
1101	March Of The Dogs	0.00023	0.427	188987	0.987	3.95e-05	11	0.321	-3.286	0.105	95.349	0.325	rock
1102	King Of Contradiction	5.91e-05	0.328	100547	0.984	0.558	7	0.0752	-3.386	0.195	83.641	0.124	rock
1103	T.H.T.	0.000175	0.245	43640	0.979	0.0	5	0.0668	-2.959	0.16	123.579	0.341	rock
1104	Twisted By Design	0.000392	0.349	328986	0.914	7.26e-05	4	0.133	-5.249	0.0824	136.48	0.193	rock
1105	Makes No Difference - Live At The House Of Blues, Cleveland, 9.15.07	0.051	0.426	517613	0.871	0.0392	8	0.319	-6.751	0.153	112.015	0.489	rock
1106	Over My Head (Better Off Dead) - Live At The House Of Blues, Cleveland, 9.15.07	0.0263	0.428	179387	0.942	0.0147	1	0.958	-5.313	0.12	93.153	0.237	rock
1107	Breaking The Chain	0.00034	0.553	243099	0.93	0.0582	9	0.0673	-3.323	0.0588	123.201	0.538	rock
1108	Machine Gun - Live At The House Of Blues, Cleveland, 9.15.07	0.0279	0.282	224200	0.876	0.14	8	0.894	-6.819	0.162	99.936	0.199	rock
1109	Introduction To Destruction	0.34	0.508	37800	0.381	0.0307	8	0.559	-18.048	0.0981	87.88	0.457	rock
1110	Goddamn I'm Dead Again	6.15e-05	0.362	202071	0.984	0.132	8	0.341	-3.439	0.123	177.976	0.311	rock
1111	In Too Deep - Live At The House Of Blues, Cleveland, 9.15.07	0.0202	0.505	219000	0.924	0.000659	8	0.736	-5.301	0.1	118.127	0.463	rock
1112	Rhythms	0.000514	0.363	178827	0.952	0.0	9	0.167	-4.344	0.124	188.052	0.417	rock
1113	13 Voices	2.12e-05	0.178	272277	0.91	0.0631	4	0.0512	-4.888	0.0514	187.699	0.353	rock
1114	The Hell Song - Live At The House Of Blues, Cleveland, 9.15.07	0.0255	0.327	193787	0.959	0.000433	8	0.879	-5.07	0.162	176.159	0.324	rock
1115	Holy Image Of Lies	0.00207	0.299	227373	0.933	0.00121	4	0.378	-5.341	0.122	139.457	0.217	rock
1116	Confusion And Frustration In Modern Times	0.000916	0.425	226147	0.979	4.69e-05	11	0.309	-3.57	0.089	117.149	0.321	rock
1117	Crash	0.722	0.451	199920	0.344	0.0	9	0.104	-7.809	0.0272	137.522	0.185	rock
1118	88	0.00398	0.203	278160	0.836	0.000405	3	0.173	-5.801	0.0721	176.143	0.113	rock
1119	Heart Attack	0.000714	0.418	168880	0.877	4.03e-05	6	0.145	-6.622	0.0446	165.161	0.589	rock
1120	My Direction	0.000255	0.446	122667	0.952	0.000142	10	0.111	-4.788	0.1	164.052	0.776	rock
1121	Little Know It All	8.26e-05	0.321	213373	0.976	4.31e-05	8	0.237	-2.999	0.128	148.004	0.464	rock
1122	Ma Poubelle	0.68	0.699	55867	0.877	0.196	7	0.937	-8.275	0.141	132.064	0.368	rock
1123	A Murder of Crows	0.000194	0.261	184039	0.831	0.00971	8	0.255	-7.819	0.0604	141.31	0.121	rock
1124	Machine Gun	0.000539	0.578	149240	0.939	0.000571	1	0.251	-5.943	0.113	95.954	0.538	rock
1125	Pain For Pleasure	0.00373	0.458	103280	0.872	0.172	3	0.0301	-7.105	0.33	160.016	0.317	rock
1126	Skumf*k	0.0129	0.177	204587	0.719	0.000176	4	0.281	-6.828	0.108	176.182	0.155	rock
1127	Reason To Believe	0.0111	0.236	208120	0.716	2.12e-06	5	0.11	-6.422	0.086	172.763	0.0614	rock
1128	Baby You Don't Wanna Know	0.000182	0.446	214440	0.923	0.00206	2	0.392	-3.164	0.0517	152.025	0.573	rock
1129	Motivation - Live At The House Of Blues, Cleveland, 9.15.07	0.0189	0.211	275640	0.945	0.0191	8	0.912	-5.669	0.275	170.341	0.383	rock
1130	Pain For Pleasure - Live At The House Of Blues, Cleveland, 9.15.07	0.0193	0.209	211333	0.839	0.00047	8	0.954	-6.799	0.132	164.243	0.211	rock
1131	Hyper-Insomnia-Para-Condrioid	0.000588	0.597	152587	0.881	3.3e-06	7	0.45	-5.421	0.136	118.082	0.644	rock
1132	Billy Spleen	0.000323	0.581	152867	0.83	6.23e-05	11	0.294	-5.993	0.0428	114.026	0.679	rock
1133	Blood In My Eyes	0.000838	0.164	256707	0.917	0.0121	4	0.394	-5.445	0.0934	196.007	0.364	rock
1134	Gönülçelen	0.00567	0.566	291067	0.739	0.00634	1	0.117	-7.308	0.0335	163.96	0.476	rock
1135	Kardelen	0.00981	0.582	215667	0.701	4.55e-06	11	0.172	-9.821	0.048	93.949	0.752	rock
1136	Paramparça	0.202	0.7	232533	0.794	0.0	11	0.426	-4.679	0.0533	94.985	0.82	rock
1137	Ruhun Sarışın	0.0204	0.684	257107	0.708	4.09e-05	2	0.075	-4.818	0.0476	91.979	0.405	rock
1138	17	0.585	0.689	226400	0.493	0.0	7	0.102	-9.084	0.0309	112.042	0.449	rock
1139	İstanbul'da Sonbahar	0.884	0.665	200160	0.415	3.88e-06	9	0.123	-13.093	0.0321	99.933	0.213	rock
1140	Rüzgar Gülü	0.133	0.523	200627	0.78	0.00014	2	0.119	-6.332	0.0401	170.25	0.415	rock
1141	İki Yabancı	0.302	0.644	274533	0.439	2.81e-06	9	0.114	-9.977	0.0409	94.897	0.237	rock
1142	Senden Önce Senden Sonra	0.214	0.527	245227	0.632	7.84e-05	4	0.196	-7.636	0.0425	165.711	0.515	rock
1143	O	0.314	0.449	149333	0.513	0.000611	7	0.297	-9.177	0.0285	149.957	0.741	rock
1144	Papatya	0.0565	0.636	255440	0.817	0.0	10	0.0659	-9.44	0.0677	80.403	0.904	rock
1145	Uykusuz Her Gece	0.16	0.745	233333	0.866	0.0	4	0.27	-4.303	0.107	129.977	0.737	rock
1146	Güzel Bir Gün	0.051	0.58	269671	0.44	0.364	2	0.0867	-10.166	0.043	140.067	0.22	rock
1147	Sevdim Seni Bir Kere	0.292	0.737	252733	0.386	2.89e-06	1	0.111	-9.395	0.0324	119.998	0.233	rock
1148	Gemiler	0.0796	0.552	260067	0.706	0.0	6	0.046	-8.785	0.0444	79.991	0.391	rock
1149	Kupa Kızı Ve Sinek Valesi	0.0187	0.586	295067	0.773	0.0	8	0.314	-5.724	0.0303	94.83	0.369	rock
1150	Serseri	0.115	0.665	221155	0.522	1.79e-06	6	0.0756	-5.858	0.0301	74.999	0.522	rock
1151	Sus Konuşma	0.00342	0.591	275827	0.665	0.00338	9	0.105	-9.241	0.0295	142.09	0.678	rock
1152	Çoban Yıldızı	0.423	0.385	191693	0.485	0.000104	7	0.103	-6.036	0.0522	119.836	0.228	rock
1153	Ne Ekmek Ne De Su	0.385	0.528	241760	0.571	0.000266	10	0.0575	-12.537	0.0336	79.985	0.672	rock
1154	Bazı Yalanlar	0.432	0.588	260000	0.449	9.86e-06	1	0.0592	-11.313	0.0317	113.433	0.432	rock
1155	Tuzak	0.911	0.282	227323	0.225	0.113	2	0.125	-12.286	0.0405	52.293	0.095	rock
1156	Yağmur	0.189	0.643	257933	0.742	1.38e-05	9	0.0991	-10.003	0.0386	129.902	0.524	rock
1157	Bana Öyle Bakma	0.845	0.521	209816	0.377	0.000247	4	0.0843	-11.908	0.0482	115.179	0.346	rock
1158	Aşk Kırıntıları	0.0515	0.257	277440	0.679	0.000619	5	0.208	-4.673	0.0314	171.721	0.378	rock
1159	Hayalperest	0.00313	0.536	193627	0.62	0.00408	8	0.348	-7.015	0.0288	92.231	0.315	rock
1160	Kal	0.0733	0.613	202427	0.818	7.61e-06	0	0.0471	-3.651	0.129	79.987	0.711	rock
1161	Zamparanın Ölümü	0.343	0.657	252133	0.539	7.3e-06	1	0.0999	-10.073	0.13	88.968	0.517	rock
1162	Martılar	0.256	0.677	245603	0.559	0.00149	0	0.146	-7.667	0.0288	75.014	0.307	rock
1163	İstasyon İnsanları	0.0121	0.272	252107	0.447	0.0	1	0.0751	-6.761	0.0404	60.736	0.523	rock
1164	Paramparça 2017	0.0489	0.663	247944	0.578	0.0297	7	0.114	-4.2	0.0373	87.036	0.648	rock
1165	Renkli Rüyalar Oteli	0.244	0.562	262399	0.443	0.000122	0	0.225	-8.975	0.0405	99.922	0.46	rock
1166	N'apim Tabiatım Böyle	0.493	0.598	210195	0.628	0.0048	11	0.108	-5.296	0.0496	138.889	0.43	rock
1167	Mavi Kuş İle Küçük Kız	0.768	0.34	240840	0.378	0.0	10	0.0785	-6.306	0.0632	170.388	0.514	rock
1168	Acılara Tutunmak	0.477	0.486	227053	0.423	0.0073	0	0.151	-10.407	0.0278	97.957	0.236	rock
1169	Seninim Son Kez	0.75	0.442	156926	0.342	0.0	8	0.369	-7.757	0.0405	85.105	0.297	rock
1170	Tek Başına Dans	0.00137	0.47	227631	0.915	0.00014	4	0.355	-5.751	0.121	94.897	0.652	rock
1171	Terlemeden Sevişenler	0.0264	0.486	275987	0.885	0.00329	5	0.083	-4.136	0.0319	174.029	0.806	rock
1172	Uçurtmalar	0.906	0.491	329333	0.336	0.00174	0	0.0429	-10.936	0.0466	80.479	0.28	rock
1173	Rapsodi İstanbul	0.0474	0.577	279573	0.678	7.02e-06	7	0.0849	-7.064	0.0432	179.733	0.558	rock
1174	Kadının Gidişi	0.0572	0.506	234267	0.696	1.39e-06	2	0.139	-6.075	0.0286	176.052	0.516	rock
1175	Hatıralar	0.0987	0.53	196970	0.636	9.32e-06	4	0.146	-4.51	0.0345	108.998	0.374	rock
1176	Yıldızları Yakalamak	0.0296	0.582	234661	0.938	0.0	0	0.359	-5.951	0.0574	150.015	0.88	rock
1177	Çölde Çiçek	0.262	0.6	243546	0.683	0.0	4	0.0991	-7.045	0.0421	87.972	0.43	rock
1178	İki Aşk	0.441	0.529	187203	0.264	1.78e-05	2	0.117	-10.206	0.0538	80.089	0.26	rock
1179	Haziran	0.495	0.57	298867	0.45	1.61e-06	0	0.142	-10.207	0.0331	92.996	0.488	rock
1180	Limanında	0.33	0.588	276156	0.56	0.00543	9	0.105	-8.6	0.0327	90.01	0.353	rock
1181	Kim?	0.913	0.657	215253	0.295	1.04e-05	2	0.0951	-10.816	0.0713	90.981	0.241	rock
1182	Sessiz Eller	0.109	0.446	236533	0.418	0.0681	0	0.288	-9.866	0.0265	96.081	0.266	rock
1183	Sing	0.000233	0.33	228800	0.905	8.14e-06	4	0.0712	-5.047	0.0497	163.142	0.259	rock
1184	Why Does It Always Rain on Me?	0.079	0.497	265000	0.537	0.000139	4	0.0782	-9.264	0.0269	108.448	0.371	rock
1185	Closer	0.204	0.538	240627	0.581	5.26e-05	5	0.13	-7.816	0.0235	108.108	0.269	rock
1186	Love Will Come Through	0.145	0.309	220067	0.785	7.59e-05	11	0.136	-6.715	0.0469	159.415	0.53	rock
1187	Flowers in the Window	0.0725	0.38	221667	0.738	0.0	0	0.142	-5.435	0.0264	97.957	0.463	rock
1188	Driftwood	0.0784	0.385	213667	0.498	0.000182	9	0.102	-8.127	0.0286	86.101	0.747	rock
1189	My Eyes	0.0129	0.503	248320	0.759	0.0855	3	0.133	-7.458	0.0294	89.953	0.485	rock
1190	What Will Come	0.0698	0.529	176934	0.79	0.000102	5	0.0896	-5.242	0.0368	86.006	0.277	rock
1191	Side	0.000493	0.455	239240	0.849	1.52e-05	7	0.466	-5.461	0.0284	90.955	0.533	rock
1192	Writing to Reach You	0.0457	0.222	221760	0.652	0.00191	9	0.164	-8.385	0.0311	163.817	0.513	rock
1193	Battleships	0.0436	0.498	251840	0.557	1.03e-05	0	0.107	-7.644	0.028	117.092	0.297	rock
1194	A Different Room	0.0379	0.525	238141	0.638	1.48e-05	8	0.106	-6.674	0.0266	108.009	0.348	rock
1195	Pipe Dreams	0.0206	0.326	245827	0.783	0.00166	4	0.0835	-5.401	0.0318	78.916	0.326	rock
1196	Turn	0.00122	0.449	264227	0.497	0.000432	4	0.117	-8.176	0.0288	73.868	0.194	rock
1197	Walking in the Sun	0.01	0.546	178267	0.748	1.37e-06	2	0.343	-6.509	0.0266	111.306	0.813	rock
1198	Where You Stand	0.349	0.604	219602	0.709	0.0	5	0.0996	-7.376	0.0257	114.97	0.539	rock
1199	Selfish Jean	0.000439	0.335	240667	0.967	7.13e-06	3	0.217	-4.398	0.103	182.919	0.382	rock
1200	Idlewild	0.176	0.646	232490	0.545	0.00141	4	0.124	-10.107	0.027	94.981	0.808	rock
1201	As You Are	0.636	0.407	254267	0.279	0.457	3	0.105	-11.727	0.0298	124.747	0.0476	rock
1202	The Beautiful Occupation	0.108	0.582	225973	0.749	0.000198	6	0.0885	-5.036	0.0332	119.967	0.665	rock
1203	3 Times and You Lose	0.00105	0.26	255013	0.671	0.213	2	0.144	-7.764	0.0301	160.749	0.403	rock
1204	The Cage	0.129	0.22	185800	0.531	1.14e-06	5	0.154	-8.029	0.0309	82.782	0.318	rock
1205	The Last of the Laughter	0.785	0.406	260267	0.351	0.000445	2	0.138	-11.278	0.0295	154.734	0.306	rock
1206	3 Miles High	0.282	0.506	166734	0.786	3.62e-05	11	0.0712	-5.131	0.0333	169.96	0.625	rock
1207	Big Chair	0.0477	0.623	247667	0.682	0.00225	6	0.106	-7.954	0.0343	113.003	0.382	rock
1208	The Humpty Dumpty Love Song	0.353	0.152	302000	0.417	0.0767	3	0.142	-9.87	0.0374	201.543	0.0825	rock
1209	Quicksand	0.129	0.601	159427	0.662	9.59e-05	9	0.107	-6.566	0.0282	120.912	0.415	rock
1210	All I Want to Do Is Rock	0.000252	0.367	233293	0.49	4.02e-06	2	0.308	-8.179	0.029	134.753	0.237	rock
1211	Re-Offender	0.00955	0.312	226907	0.736	0.0365	4	0.271	-7.882	0.0438	187.67	0.336	rock
1212	Magnificent Time	0.035	0.648	170371	0.828	1.49e-06	0	0.0918	-4.478	0.0371	125.954	0.837	rock
1213	Moving	0.266	0.615	272049	0.762	2.12e-05	7	0.129	-6.083	0.0299	116.011	0.179	rock
1214	Baby One More Time - Live from the Bay Tavern, Robin Hoods Bay	0.734	0.528	211040	0.35	0.0	2	0.689	-8.986	0.0315	169.847	0.222	rock
1215	Coming Around	0.000151	0.394	187467	0.704	0.0	2	0.18	-6.805	0.0315	118.403	0.659	rock
1216	Warning Sign	0.141	0.538	231298	0.71	0.0	7	0.105	-5.906	0.0271	165.884	0.634	rock
1217	Happy to Hang Around	0.37	0.558	214467	0.793	0.0	11	0.148	-5.332	0.0351	139.914	0.728	rock
